Customer_ID,Customer_Name,Email,Phone,Age,Gender,City,Membership_Type,Avg_Spending,Visit_Frequency,Time_Spent_Minutes,Spending_Score,Category_Preference,Offers_Used,Discount_Availed,Join_Date,Last_Purchase_Date,Fashion_Spending,Entertainment_Spending,Food_Spending,Electronics_Spending
132,isabella cruz,isabella.cruz@email.com,+1-395-287-4954,50.0,Female,Denver,Silver,932.0,9,35.0,36.0,Fashion,Yes,No,2024-07-23,2026-05-30,5032.8,1118.4,1118.4,1118.4
133,larry gonzalez,larry.gonzalez@email.com,+1-937-616-9004,65.0,Female,Charlotte,Silver,697.0,6,59.0,88.0,Electronics,No,No,2024-12-02,2026-05-05,557.6,557.6,557.6,2509.2
134,james reed,james.reed@email.com,+1-768-976-4937,40.0,Female,San Francisco,Silver,1486.005,2,88.0,18.0,Food,No,No,2025-08-31,2026-06-23,396.27,396.27,1783.2,396.27
135,emma lopez,emma.lopez@email.com,+1-907-687-9041,41.0,Male,Boston,Silver,755.0025,4,59.0,25.0,Entertainment,Yes,Yes,2026-05-09,2026-06-25,402.67,1812.0,402.67,402.67
136,paul perez,paul.perez@email.com,+1-658-217-2524,54.0,Female,Phoenix,Regular,753.0,6,25.0,54.0,Fashion,Yes,Yes,2024-12-13,2026-06-07,2710.8,602.4,602.4,602.4
137,jason morales,jason.morales@email.com,+1-501-426-7625,52.0,Female,Chicago,Silver,1245.0,5,12.0,92.0,Fashion,Yes,Yes,2024-09-22,2026-04-30,3735.0,830.0,830.0,830.0
138,aubrey ramirez,aubrey.ramirez@email.com,+1-908-449-6016,61.0,Male,Jacksonville,Silver,135.99857142857144,7,23.0,64.0,Food,No,No,2025-10-31,2026-06-20,126.93,126.93,571.2,126.93
139,layla davis,layla.davis@email.com,+1-879-795-7046,57.0,Female,Las Vegas,Gold,755.0,6,81.0,44.0,Electronics,Yes,Yes,2025-04-05,2026-05-19,604.0,604.0,604.0,2718.0
140,abigail carter,abigail.carter@email.com,+1-684-766-9698,39.0,Female,Washington,Silver,995.0,6,57.0,62.0,Electronics,Yes,Yes,2025-06-19,2026-05-10,796.0,796.0,796.0,3582.0
141,john roberts,john.roberts@email.com,+1-552-635-6419,44.0,Female,Boston,Platinum,991.9979999999999,5,40.0,84.0,Entertainment,Yes,Yes,2026-04-07,2026-05-21,661.33,2976.0,661.33,661.33
142,madison collins,madison.collins@email.com,+1-560-919-8434,52.0,Female,Houston,Silver,560.001,10,35.0,11.0,Entertainment,Yes,No,2026-06-17,2026-04-13,746.67,3360.0,746.67,746.67
143,joshua diaz,joshua.diaz@email.com,+1-477-513-5118,18.0,Female,Boston,Regular,3371.0014285714287,7,34.0,51.0,Fashion,Yes,Yes,2025-08-19,2026-04-09,14158.2,3146.27,3146.27,3146.27
144,paisley bell,paisley.bell@email.com,+1-436-323-4155,52.0,Male,Detroit,Gold,2422.99875,8,41.0,30.0,Electronics,Yes,Yes,2026-05-04,2026-04-29,2584.53,2584.53,2584.53,11630.4
145,gregory morales,gregory.morales@email.com,+1-523-322-9779,54.0,Male,San Francisco,Regular,456.0,4,47.0,53.0,Entertainment,Yes,Yes,2024-09-28,2026-05-15,243.2,1094.4,243.2,243.2
146,evelyn harris,evelyn.harris@email.com,+1-980-906-4033,64.0,Female,Las Vegas,Regular,1645.0,3,53.0,38.0,Fashion,Yes,Yes,2025-06-09,2026-04-23,2961.0,658.0,658.0,658.0
147,victoria ramirez,victoria.ramirez@email.com,+1-396-421-8933,31.0,Female,San Antonio,Regular,504.9975,4,27.0,46.0,Fashion,Yes,Yes,2026-05-29,2026-06-18,1212.0,269.33,269.33,269.33
148,ava reed,ava.reed@email.com,+1-483-941-9595,20.0,Female,Fort Worth,Silver,981.0,3,26.0,36.0,Entertainment,Yes,Yes,2026-01-05,2026-05-15,392.4,1765.8,392.4,392.4
149,ava green,ava.green@email.com,+1-811-489-2647,18.0,Female,Boston,Silver,1363.99875,8,51.0,81.0,Fashion,Yes,Yes,2025-08-01,2026-04-15,6547.2,1454.93,1454.93,1454.93
150,ava miller,ava.miller@email.com,+1-398-503-4727,22.0,Female,San Jose,Regular,1969.0,3,60.0,81.0,Electronics,Yes,No,2025-05-28,2026-06-25,787.6,787.6,787.6,3544.2
151,scott morris,scott.morris@email.com,+1-569-383-5952,43.0,Female,San Antonio,Gold,859.0,6,20.0,20.0,Entertainment,Yes,No,2026-04-10,2026-05-06,687.2,3092.4,687.2,687.2
152,eric peterson,eric.peterson@email.com,+1-214-925-9751,31.0,Female,Columbus,Regular,840.0,6,90.0,42.0,Food,No,Yes,2025-11-19,2026-04-20,672.0,672.0,3024.0,672.0
153,daniel davis,daniel.davis@email.com,+1-329-480-1745,56.0,Female,Phoenix,Regular,663.0,8,43.0,63.0,Food,No,No,2026-01-13,2026-05-16,707.2,707.2,3182.4,707.2
154,lily hernandez,lily.hernandez@email.com,+1-255-766-5786,44.0,Female,Chicago,Regular,914.0,6,77.0,50.0,Electronics,No,Yes,2024-08-13,2026-06-02,731.2,731.2,731.2,3290.4
155,emily rodriguez,emily.rodriguez@email.com,+1-914-329-9042,26.0,Female,Detroit,Regular,258.0,7,82.0,62.0,Electronics,Yes,No,2026-04-01,2026-07-03,240.8,240.8,240.8,1083.6
156,brandon rodriguez,brandon.rodriguez@email.com,+1-305-212-5658,32.0,Female,Austin,Silver,3901.00125,8,57.0,66.0,Food,Yes,No,2024-09-16,2026-04-10,4161.07,4161.07,18724.8,4161.07
157,frank walker,frank.walker@email.com,+1-680-690-8216,32.0,Male,Austin,Silver,408.0,4,42.0,52.0,Electronics,Yes,Yes,2025-03-05,2026-05-21,217.6,217.6,217.6,979.2
158,layla thomas,layla.thomas@email.com,+1-548-388-1841,43.0,Male,Seattle,Silver,1296.9985714285715,7,93.0,27.0,Fashion,Yes,Yes,2026-04-15,2026-06-10,5447.4,1210.53,1210.53,1210.53
159,justin young,justin.young@email.com,+1-458-689-2869,59.0,Male,Charlotte,Regular,1333.0,9,72.0,69.0,Fashion,Yes,Yes,2026-06-08,2026-05-12,7198.2,1599.6,1599.6,1599.6
160,scott garcia,scott.garcia@email.com,+1-266-610-9056,30.0,Female,Jacksonville,Regular,1455.0,4,63.0,13.0,Food,No,Yes,2025-04-28,2026-05-12,776.0,776.0,3492.0,776.0
161,leah hernandez,leah.hernandez@email.com,+1-275-790-1878,68.0,Male,Dallas,Regular,3198.0,7,35.0,82.0,Entertainment,Yes,No,2025-02-25,2026-06-07,2984.8,13431.6,2984.8,2984.8
162,lillian morgan,lillian.morgan@email.com,+1-355-352-5978,49.0,Male,San Jose,Gold,1072.0,6,71.0,25.0,Food,Yes,Yes,2024-10-08,2026-05-22,857.6,857.6,3859.2,857.6
163,kevin king,kevin.king@email.com,+1-287-454-2940,56.0,Female,Jacksonville,Regular,393.9975,4,84.0,5.0,Fashion,No,Yes,2025-09-25,2026-06-25,945.6,210.13,210.13,210.13
164,donald green,donald.green@email.com,+1-771-982-7818,66.0,Male,Indianapolis,Silver,4150.998,5,29.0,72.0,Entertainment,No,Yes,2024-10-16,2026-04-11,2767.33,12453.0,2767.33,2767.33
165,paul king,paul.king@email.com,+1-820-810-4697,69.0,Female,Philadelphia,Platinum,99.99857142857142,7,102.0,13.0,Electronics,No,Yes,2026-04-17,2026-05-21,93.33,93.33,93.33,420.0
166,edward taylor,edward.taylor@email.com,+1-994-735-7232,49.0,Male,San Antonio,Silver,248.00142857142856,7,76.0,83.0,Entertainment,Yes,Yes,2026-06-28,2026-04-29,231.47,1041.6,231.47,231.47
167,hazel hill,hazel.hill@email.com,+1-661-653-5871,21.0,Male,Columbus,Platinum,2968.99875,8,66.0,64.0,Entertainment,Yes,Yes,2024-10-18,2026-04-16,3166.93,14251.2,3166.93,3166.93
168,jacob green,jacob.green@email.com,+1-802-639-6003,47.0,Female,Fort Worth,Regular,1187.0014285714283,7,45.0,25.0,Fashion,Yes,No,2025-10-05,2026-05-23,4985.4,1107.87,1107.87,1107.87
169,isabella johnson,isabella.johnson@email.com,+1-782-835-1986,54.0,Male,San Diego,Gold,1670.0,6,122.0,45.0,Fashion,Yes,Yes,2024-12-25,2026-06-30,6012.0,1336.0,1336.0,1336.0
170,jacob gonzalez,jacob.gonzalez@email.com,+1-824-957-2625,40.0,Male,San Jose,Silver,712.0,3,32.0,19.0,Entertainment,Yes,Yes,2026-06-18,2026-05-18,284.8,1281.6,284.8,284.8
171,isabella cooper,isabella.cooper@email.com,+1-981-412-4457,56.0,Female,Dallas,Gold,581.0,6,57.0,67.0,Food,Yes,No,2025-05-10,2026-06-02,464.8,464.8,2091.6,464.8
172,sofia cook,sofia.cook@email.com,+1-470-876-2330,62.0,Female,Seattle,Regular,278.00100000000003,10,45.0,62.0,Electronics,No,Yes,2024-08-06,2026-06-13,370.67,370.67,370.67,1668.0
173,madison taylor,madison.taylor@email.com,+1-360-445-3847,32.0,Male,Los Angeles,Regular,3885.9975,4,21.0,64.0,Food,Yes,No,2024-08-24,2026-06-22,2072.53,2072.53,9326.4,2072.53
174,george rodriguez,george.rodriguez@email.com,+1-765-276-3564,60.0,Female,Phoenix,Regular,480.0,10,30.0,34.0,Food,No,No,2025-06-05,2026-05-10,640.0,640.0,2880.0,640.0
175,ella mitchell,ella.mitchell@email.com,+1-202-618-8381,46.0,Male,Phoenix,Silver,672.0,3,80.0,75.0,Electronics,No,Yes,2024-09-03,2026-06-26,268.8,268.8,268.8,1209.6
176,joshua lee,joshua.lee@email.com,+1-905-808-8699,53.0,Male,Philadelphia,Gold,472.995,2,141.0,81.0,Entertainment,Yes,Yes,2025-05-04,2026-04-14,126.13,567.6,126.13,126.13
177,ryan reed,ryan.reed@email.com,+1-498-233-4792,30.0,Female,Denver,Gold,826.9979999999999,5,83.0,62.0,Food,No,Yes,2025-07-10,2026-06-10,551.33,551.33,2481.0,551.33
178,patrick hill,patrick.hill@email.com,+1-495-923-5632,49.0,Female,San Diego,Regular,749.0025,4,72.0,41.0,Food,Yes,Yes,2025-07-26,2026-04-16,399.47,399.47,1797.6,399.47
179,benjamin peterson,benjamin.peterson@email.com,+1-919-664-2166,24.0,Female,San Francisco,Gold,1342.002,5,145.0,43.0,Food,Yes,Yes,2025-09-22,2026-04-17,894.67,894.67,4026.0,894.67
180,emma bailey,emma.bailey@email.com,+1-903-439-5334,68.0,Female,Fort Worth,Regular,2369.0,6,28.0,44.0,Food,No,Yes,2024-12-04,2026-04-22,1895.2,1895.2,8528.4,1895.2
181,kenneth wilson,kenneth.wilson@email.com,+1-840-803-4241,39.0,Female,New York,Regular,355.995,2,34.0,27.0,Entertainment,Yes,Yes,2025-03-15,2026-07-05,94.93,427.2,94.93,94.93
182,harper king,harper.king@email.com,+1-635-317-9922,45.0,Female,Nashville,Regular,668.0025,4,64.0,61.0,Food,No,Yes,2026-01-02,2026-07-01,356.27,356.27,1603.2,356.27
183,joseph wilson,joseph.wilson@email.com,+1-430-863-3441,19.0,Male,Washington,Gold,1252.0,6,58.0,84.0,Entertainment,Yes,No,2025-09-02,2026-05-26,1001.6,4507.2,1001.6,1001.6
184,violet bailey,violet.bailey@email.com,+1-472-345-2169,59.0,Female,Indianapolis,Regular,183.0,4,59.0,53.0,Electronics,Yes,Yes,2026-02-07,2026-06-06,97.6,97.6,97.6,439.2
185,evelyn wright,evelyn.wright@email.com,+1-261-369-6039,62.0,Male,San Antonio,Silver,1493.000769230769,13,40.0,23.0,Food,Yes,Yes,2026-06-06,2026-06-21,2587.87,2587.87,11645.4,2587.87
186,joshua clark,joshua.clark@email.com,+1-809-966-5728,70.0,Male,Las Vegas,Gold,974.0,3,59.0,38.0,Food,Yes,Yes,2025-01-08,2026-04-26,389.6,389.6,1753.2,389.6
187,audrey baker,audrey.baker@email.com,+1-649-327-8679,23.0,Male,Fort Worth,Regular,740.0025,4,16.0,67.0,Electronics,Yes,No,2024-12-29,2026-06-11,394.67,394.67,394.67,1776.0
188,donald king,donald.king@email.com,+1-905-511-7594,45.0,Male,Houston,Silver,475.99799999999993,5,117.0,24.0,Fashion,Yes,Yes,2025-01-03,2026-06-29,1428.0,317.33,317.33,317.33
189,eric morales,eric.morales@email.com,+1-478-712-9847,45.0,Female,Houston,Regular,753.0,10,64.0,71.0,Entertainment,No,No,2024-09-26,2026-04-28,1004.0,4518.0,1004.0,1004.0
190,steven miller,steven.miller@email.com,+1-705-648-2317,61.0,Female,Philadelphia,Regular,549.0,6,85.0,69.0,Electronics,No,Yes,2026-03-24,2026-06-11,439.2,439.2,439.2,1976.4
191,mia diaz,mia.diaz@email.com,+1-812-240-8078,61.0,Female,Denver,Silver,1173.0,4,61.0,71.0,Entertainment,Yes,No,2025-08-03,2026-04-23,625.6,2815.2,625.6,625.6
192,scarlett garcia,scarlett.garcia@email.com,+1-952-530-5102,37.0,Male,Jacksonville,Regular,1206.0,4,88.0,59.0,Entertainment,No,Yes,2026-04-03,2026-06-10,643.2,2894.4,643.2,643.2
193,john nelson,john.nelson@email.com,+1-226-293-4750,47.0,Male,Nashville,Silver,3715.0020000000004,5,55.0,36.0,Electronics,No,Yes,2026-06-07,2026-06-08,2476.67,2476.67,2476.67,11145.0
194,thomas king,thomas.king@email.com,+1-890-789-1339,28.0,Male,San Antonio,Silver,1174.002,5,105.0,45.0,Fashion,No,Yes,2025-03-11,2026-05-26,3522.0,782.67,782.67,782.67
195,daniel cruz,daniel.cruz@email.com,+1-983-888-5415,45.0,Male,San Jose,Silver,3268.99875,8,29.0,61.0,Food,Yes,Yes,2025-11-29,2026-06-19,3486.93,3486.93,15691.2,3486.93
196,larry diaz,larry.diaz@email.com,+1-790-241-3870,42.0,Female,Denver,Gold,473.0014285714286,7,98.0,35.0,Entertainment,Yes,Yes,2026-02-25,2026-04-22,441.47,1986.6,441.47,441.47
197,natalie johnson,natalie.johnson@email.com,+1-681-731-8245,56.0,Female,San Antonio,Silver,99.9975,4,98.0,45.0,Fashion,No,Yes,2024-12-01,2026-07-07,240.0,53.33,53.33,53.33
198,joseph martinez,joseph.martinez@email.com,+1-484-385-8141,50.0,Female,Chicago,Silver,384.9985714285714,7,15.0,7.0,Food,Yes,No,2025-03-02,2026-06-02,359.33,359.33,1617.0,359.33
199,alexander martin,alexander.martin@email.com,+1-850-703-2494,18.0,Male,Fort Worth,Silver,789.0,7,33.0,61.0,Electronics,No,No,2025-10-23,2026-06-19,736.4,736.4,736.4,3313.8
200,eleanor jones,eleanor.jones@email.com,+1-681-556-7690,44.0,Female,Fort Worth,Regular,718.0020000000001,5,77.0,12.0,Entertainment,Yes,Yes,2026-04-22,2026-06-21,478.67,2154.0,478.67,478.67
201,filo,filo@gmail.com,,,,,,2200.0,1,,,Electronics,No,,2026-07-08,2026-07-08,200.0,0.0,500.0,1500.0
